latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1704582000,10.9,1.26,0.0
1704585600,10.6,0.71,0.0
1704589200,10.5,1.20,0.0
1704592800,9.7,1.06,0.0
1704596400,9.8,1.14,0.0
1704600000,10.0,1.08,0.0
1704603600,10.0,0.81,0.0
1704607200,9.1,1.20,0.0
1704610800,9.9,1.13,1.0
1704614400,10.3,1.60,24.0
1704618000,10.8,1.60,58.0
1704621600,10.9,1.61,99.0
1704625200,10.9,2.02,99.0
1704628800,11.1,2.70,107.0
1704632400,12.5,2.35,161.0
1704636000,12.0,3.40,136.0
1704639600,11.1,2.90,48.0
1704643200,10.5,3.30,8.0
1704646800,9.6,2.75,0.0
1704650400,9.4,2.82,0.0
1704654000,8.7,2.50,0.0
1704657600,7.9,2.10,0.0
1704661200,7.8,1.87,0.0
1704664800,7.8,1.90,0.0
1704668400,7.8,1.84,0.0
1704672000,7.4,2.00,0.0
1704675600,8.1,2.51,0.0
1704679200,8.2,2.40,0.0
1704682800,7.9,2.47,0.0
1704686400,7.7,2.66,0.0
1704690000,7.0,1.66,0.0
1704693600,6.7,2.33,0.0
1704697200,6.5,2.91,3.0
1704700800,7.6,3.31,86.0
1704704400,9.5,2.44,212.0
1704708000,11.7,3.00,327.0
1704711600,12.8,3.58,377.0
1704715200,13.1,4.18,396.0
1704718800,13.0,5.08,312.0
1704722400,13.0,5.25,283.0
1704726000,12.5,5.11,158.0
1704729600,11.2,5.12,31.0
1704733200,10.1,4.83,0.0
1704736800,9.0,4.52,0.0
1704740400,8.2,3.99,0.0
1704744000,7.4,3.98,0.0
1704747600,6.8,3.98,0.0
1704751200,6.3,4.03,0.0
1704754800,5.9,3.89,0.0
1704758400,5.6,3.64,0.0
1704762000,6.0,4.57,0.0
1704765600,5.3,4.03,0.0
1704769200,4.9,3.45,0.0
1704772800,4.5,3.26,0.0
1704776400,4.2,3.11,0.0
1704780000,4.0,2.76,0.0
1704783600,4.2,2.92,3.0
1704787200,5.7,2.90,78.0
1704790800,7.2,2.64,153.0
1704794400,8.6,2.46,212.0
1704798000,9.9,2.47,243.0
1704801600,10.9,2.42,222.0
1704805200,12.0,2.60,263.0
1704808800,12.0,1.71,195.0
1704812400,11.3,0.63,104.0
1704816000,9.5,1.75,24.0
1704819600,10.1,2.55,0.0
1704823200,9.1,2.72,0.0
1704826800,8.3,2.33,0.0
1704830400,7.4,1.58,0.0
1704834000,7.1,2.16,0.0
1704837600,6.6,2.19,0.0
1704841200,6.3,1.92,0.0
1704844800,5.8,2.33,0.0
1704848400,5.2,2.33,0.0
1704852000,5.4,2.78,0.0
1704855600,5.4,2.52,0.0
1704859200,5.0,2.34,0.0
1704862800,5.1,2.13,0.0
1704866400,4.8,2.26,0.0
1704870000,5.5,2.41,2.0
1704873600,6.6,2.14,52.0
1704877200,7.9,1.92,119.0
1704880800,9.8,1.81,278.0
1704884400,11.1,2.10,328.0
1704888000,11.7,2.11,330.0
1704891600,12.0,2.47,226.0
1704895200,11.7,2.51,164.0
1704898800,10.7,2.30,86.0
1704902400,9.4,2.02,22.0
1704906000,8.7,1.84,0.0
1704909600,8.1,1.92,0.0
1704913200,7.4,1.80,0.0
1704916800,6.7,2.02,0.0
1704920400,6.5,2.13,0.0
1704924000,5.6,2.55,0.0
1704927600,5.3,2.48,0.0
1704931200,5.1,2.62,0.0
1704934800,6.3,3.24,0.0
1704938400,5.7,3.05,0.0
1704942000,5.6,2.91,0.0
1704945600,5.4,3.13,0.0
1704949200,5.5,2.82,0.0
1704952800,5.7,3.14,0.0
1704956400,5.7,3.40,2.0
1704960000,6.1,3.50,18.0
1704963600,6.8,3.61,84.0
1704967200,8.6,3.38,198.0
1704970800,10.8,3.26,354.0
1704974400,12.3,3.37,393.0
1704978000,12.1,4.00,315.0
1704981600,12.1,3.81,247.0
1704985200,11.1,3.51,170.0
1704988800,9.5,3.60,40.0
1704992400,8.6,3.42,0.0
1704996000,7.3,2.75,0.0
1704999600,6.0,2.91,0.0
1705003200,5.2,2.92,0.0
1705006800,4.6,3.00,0.0
1705010400,4.2,3.28,0.0
1705014000,3.7,2.69,0.0
1705017600,3.2,3.28,0.0
1705021200,3.6,3.00,0.0
1705024800,3.1,2.86,0.0
1705028400,2.8,3.08,0.0
1705032000,2.4,3.30,0.0
1705035600,2.1,3.24,0.0
1705039200,1.8,3.22,0.0
1705042800,1.5,3.40,4.0
1705046400,2.9,3.19,96.0
1705050000,5.0,3.55,240.0
1705053600,7.2,3.54,358.0
1705057200,9.1,3.32,428.0
1705060800,10.6,2.93,443.0
1705064400,11.6,2.90,398.0
1705068000,11.6,3.10,306.0
1705071600,10.8,2.61,177.0
1705075200,8.8,3.93,42.0
1705078800,7.9,3.14,0.0
1705082400,7.0,2.47,0.0
1705086000,5.9,3.32,0.0
1705089600,5.2,3.00,0.0
1705093200,4.4,3.11,0.0
1705096800,3.5,3.02,0.0
1705100400,2.9,3.12,0.0
1705104000,2.5,3.05,0.0
1705107600,2.7,4.33,0.0
1705111200,2.3,4.13,0.0
1705114800,2.1,4.00,0.0
1705118400,1.6,3.32,0.0
1705122000,1.0,2.97,0.0
1705125600,0.7,3.18,0.0
1705129200,0.6,3.06,4.0
1705132800,2.0,3.12,91.0
1705136400,3.9,2.73,219.0
1705140000,6.0,2.69,346.0
1705143600,7.9,2.25,411.0
1705147200,9.3,1.36,428.0
1705150800,10.7,1.12,412.0
1705154400,10.8,0.81,317.0
1705158000,10.1,0.64,187.0
1705161600,7.5,1.34,48.0
1705165200,6.5,0.85,0.0
1705168800,5.9,1.78,0.0
1705172400,4.6,1.41,0.0
1705176000,4.2,1.14,0.0
1705179600,4.3,1.90,0.0
1705183200,3.1,1.43,0.0
1705186800,3.2,1.30,0.0
1705190400,5.4,1.00,0.0
1705194000,2.9,1.20,0.0
1705197600,4.4,1.08,0.0
1705201200,3.8,2.06,0.0
1705204800,3.0,2.08,0.0
1705208400,2.8,1.84,0.0
1705212000,2.4,2.06,0.0
1705215600,2.6,1.50,4.0
1705219200,5.2,1.58,89.0
1705222800,8.4,1.14,234.0
1705226400,11.4,0.22,358.0
1705230000,12.9,1.98,424.0
1705233600,13.8,4.04,358.0
1705237200,13.1,2.16,269.0
1705240800,12.6,3.26,186.0
1705244400,11.5,2.39,84.0
1705248000,10.6,0.92,22.0
1705251600,10.4,2.19,0.0
1705255200,10.2,2.60,0.0
1705258800,10.5,3.27,0.0
1705262400,10.6,3.91,0.0
1705266000,10.6,4.03,0.0
1705269600,10.6,4.22,0.0
1705273200,10.6,4.62,0.0
1705276800,10.6,4.39,0.0
1705280400,10.9,4.22,0.0
1705284000,10.8,4.34,0.0
1705287600,10.5,4.22,0.0
1705291200,10.5,4.02,0.0
1705294800,10.1,3.05,0.0
1705298400,10.5,3.16,0.0
1705302000,10.9,3.45,3.0
1705305600,11.6,3.72,52.0
1705309200,12.8,3.41,118.0
1705312800,13.7,3.74,186.0
1705316400,14.2,4.67,231.0
1705320000,14.4,5.08,278.0
1705323600,14.0,3.26,147.0
1705327200,14.4,2.06,182.0
1705330800,14.2,1.24,150.0
1705334400,11.1,1.64,49.0
1705338000,10.0,1.63,0.0
1705341600,9.2,2.58,0.0
1705345200,9.2,2.75,0.0
1705348800,9.3,2.79,0.0
1705352400,9.3,2.84,0.0
1705356000,9.1,2.26,0.0
1705359600,8.5,1.41,0.0
1705363200,7.1,2.19,0.0
1705366800,7.3,2.38,0.0
1705370400,7.1,1.43,0.0
1705374000,5.4,1.84,0.0
1705377600,6.0,1.46,0.0
1705381200,4.6,2.16,0.0
1705384800,4.5,1.73,0.0
1705388400,5.6,1.41,5.0
1705392000,7.8,1.79,97.0
1705395600,10.2,1.89,233.0
1705399200,12.7,1.22,354.0
1705402800,15.0,1.36,402.0
1705406400,16.2,3.10,375.0
1705410000,15.9,4.50,342.0
1705413600,15.7,4.03,248.0
1705417200,14.7,3.68,153.0
1705420800,13.1,3.24,44.0
1705424400,12.1,3.38,0.0
1705428000,11.2,3.19,0.0
1705431600,10.7,3.16,0.0
1705435200,10.3,3.06,0.0
1705438800,10.1,2.88,0.0
1705442400,11.0,3.14,0.0
1705446000,11.7,3.02,0.0
1705449600,11.7,2.83,0.0
1705453200,12.3,4.25,0.0
1705456800,12.5,5.10,0.0
1705460400,12.8,5.46,0.0
1705464000,12.8,4.96,0.0
1705467600,12.5,4.74,0.0
1705471200,12.8,5.03,0.0
1705474800,13.5,4.72,2.0
1705478400,14.1,4.87,35.0
1705482000,14.4,4.57,36.0
1705485600,15.8,4.94,159.0
1705489200,16.8,5.99,274.0
1705492800,17.8,5.97,298.0
1705496400,16.3,4.71,142.0
1705500000,15.7,6.11,63.0
1705503600,15.0,5.63,15.0
1705507200,14.9,5.69,16.0
1705510800,14.7,5.95,0.0
1705514400,14.4,6.18,0.0
1705518000,14.7,6.26,0.0
1705521600,14.7,5.63,0.0
1705525200,14.7,6.49,0.0
1705528800,14.1,5.55,0.0
1705532400,14.4,6.11,0.0
1705536000,14.3,8.29,0.0
1705539600,14.8,7.40,0.0
1705543200,14.2,6.86,0.0
1705546800,13.8,6.74,0.0
1705550400,13.6,4.81,0.0
1705554000,14.3,4.59,0.0
1705557600,14.5,4.81,0.0
1705561200,14.6,5.15,4.0
1705564800,15.9,6.82,69.0
1705568400,16.8,7.22,219.0
1705572000,17.4,7.44,353.0
1705575600,17.7,7.16,410.0
1705579200,17.8,6.91,448.0
1705582800,16.9,7.94,372.0
1705586400,16.0,6.68,284.0
1705590000,16.1,5.76,150.0
1705593600,14.9,3.86,48.0
1705597200,13.7,3.63,0.0
1705600800,13.5,4.32,0.0
1705604400,13.7,4.20,0.0
1705608000,13.8,4.03,0.0
1705611600,13.5,3.49,0.0
1705615200,13.1,3.71,0.0
1705618800,13.3,3.59,0.0
1705622400,13.3,3.31,0.0
1705626000,13.8,3.62,0.0
1705629600,14.0,4.14,0.0
1705633200,14.1,4.02,0.0
1705636800,14.0,3.47,0.0
1705640400,13.4,2.88,0.0
1705644000,13.0,3.45,0.0
1705647600,13.5,4.12,4.0
1705651200,14.8,4.03,51.0
1705654800,15.9,3.60,115.0
1705658400,16.8,3.85,257.0
1705662000,17.4,5.38,347.0
1705665600,17.1,5.47,369.0
1705669200,17.1,4.11,329.0
1705672800,16.3,3.47,159.0
1705676400,15.3,3.58,49.0
1705680000,14.3,2.85,18.0
1705683600,13.9,3.31,0.0
1705687200,13.1,2.94,0.0
1705690800,12.5,2.70,0.0
1705694400,12.5,2.10,0.0
1705698000,12.1,2.34,0.0
1705701600,12.3,1.41,0.0
1705705200,11.9,1.92,0.0
1705708800,10.8,3.91,0.0
1705712400,9.1,5.30,0.0
1705716000,8.2,5.71,0.0
1705719600,8.1,6.70,0.0
1705723200,8.6,6.40,0.0
1705726800,8.5,6.90,0.0
1705730400,7.9,6.81,0.0
1705734000,7.6,6.34,1.0
1705737600,7.7,6.45,23.0
1705741200,8.8,6.11,102.0
1705744800,9.6,6.31,209.0
1705748400,10.5,5.68,358.0
1705752000,11.2,5.59,432.0
1705755600,11.6,6.26,439.0
1705759200,11.1,6.02,345.0
1705762800,10.0,5.99,198.0
1705766400,8.1,5.73,60.0
1705770000,6.7,5.56,0.0
1705773600,5.6,5.24,0.0
1705777200,4.8,4.81,0.0
1705780800,4.2,5.47,0.0
1705784400,3.6,5.65,0.0
1705788000,2.9,5.11,0.0
1705791600,2.2,4.14,0.0
1705795200,1.5,4.12,0.0
1705798800,1.8,3.80,0.0
1705802400,1.4,3.64,0.0
1705806000,1.0,3.47,0.0
1705809600,0.7,4.11,0.0
1705813200,0.4,4.24,0.0
1705816800,0.1,3.76,0.0
1705820400,-0.1,3.30,7.0
1705824000,1.9,2.56,115.0
1705827600,4.1,2.30,270.0
1705831200,6.2,2.47,395.0
1705834800,8.3,2.33,472.0
1705838400,9.9,1.94,491.0
1705842000,11.3,2.38,450.0
1705845600,11.6,2.06,356.0
1705849200,10.8,1.53,220.0
1705852800,7.6,2.41,69.0
1705856400,6.1,2.70,0.0
1705860000,5.6,2.42,0.0
1705863600,5.0,2.33,0.0
1705867200,5.2,2.62,0.0
1705870800,3.1,2.06,0.0
1705874400,2.4,1.63,0.0
1705878000,1.9,2.14,0.0
1705881600,1.3,1.80,0.0
1705885200,0.8,2.20,0.0
1705888800,0.6,2.55,0.0
1705892400,0.3,2.20,0.0
1705896000,-0.0,2.27,0.0
1705899600,-0.3,2.06,0.0
1705903200,-0.3,1.98,0.0
1705906800,-0.1,2.48,7.0
1705910400,2.7,2.52,112.0
1705914000,5.1,2.51,261.0
1705917600,7.7,2.11,384.0
1705921200,10.0,1.39,463.0
1705924800,11.6,0.63,485.0
1705928400,11.8,1.00,445.0
1705932000,11.8,1.34,354.0
1705935600,11.1,1.00,219.0
1705939200,8.2,2.02,69.0
1705942800,6.2,1.98,0.0
1705946400,5.2,1.49,0.0
1705950000,4.2,1.22,0.0
1705953600,4.6,1.17,0.0
1705957200,3.4,1.21,0.0
1705960800,3.5,1.34,0.0
1705964400,4.2,1.92,0.0
1705968000,4.8,1.96,0.0
1705971600,5.7,3.02,0.0
1705975200,7.0,2.20,0.0
1705978800,7.9,2.76,0.0
1705982400,8.4,2.06,0.0
1705986000,8.4,3.14,0.0
1705989600,8.3,2.71,0.0
1705993200,8.4,2.18,4.0
1705996800,9.2,1.98,55.0
1706000400,10.4,1.84,143.0
1706004000,12.0,1.90,363.0
1706007600,12.8,2.53,440.0
1706011200,13.7,2.60,450.0
1706014800,14.6,4.37,429.0
1706018400,14.7,4.84,347.0
1706022000,13.8,4.62,218.0
1706025600,12.0,3.90,72.0
1706029200,10.3,2.69,1.0
1706032800,9.5,2.64,0.0
1706036400,8.6,1.92,0.0
1706040000,6.5,1.49,0.0
1706043600,5.6,0.98,0.0
1706047200,4.9,1.53,0.0
1706050800,5.4,1.79,0.0
1706054400,4.5,1.61,0.0
1706058000,4.5,1.98,0.0
1706061600,4.4,2.97,0.0
1706065200,4.3,2.78,0.0
1706068800,4.1,2.19,0.0
1706072400,3.9,2.56,0.0
1706076000,3.9,2.60,0.0
1706079600,4.0,2.34,7.0
1706083200,6.0,2.28,107.0
1706086800,8.1,2.34,254.0
1706090400,10.2,2.28,373.0
1706094000,12.1,1.63,450.0
1706097600,13.4,0.94,471.0
1706101200,14.3,0.61,400.0
1706104800,14.7,0.10,346.0
1706108400,14.1,0.42,203.0
1706112000,11.4,1.70,63.0
1706115600,10.4,1.70,1.0
1706119200,9.3,1.26,0.0
1706122800,7.7,1.00,0.0
1706126400,7.1,1.39,0.0
1706130000,6.7,2.10,0.0
1706133600,6.3,2.30,0.0
1706137200,6.0,2.30,0.0
1706140800,5.7,2.34,0.0
1706144400,7.8,1.80,0.0
1706148000,7.2,1.64,0.0
1706151600,7.1,2.58,0.0
1706155200,7.3,2.62,0.0
1706158800,6.6,2.28,0.0
1706162400,6.4,2.48,0.0
1706166000,6.9,2.91,5.0
1706169600,8.3,2.83,67.0
1706173200,9.6,2.36,154.0
1706176800,11.4,2.51,276.0
1706180400,12.9,2.59,378.0
1706184000,13.8,1.48,435.0
1706187600,14.7,1.51,438.0
1706191200,14.6,1.80,354.0
1706194800,14.3,1.90,224.0
1706198400,12.5,1.66,78.0
1706202000,10.2,1.61,1.0
1706205600,9.6,1.70,0.0
1706209200,9.7,1.17,0.0
1706212800,8.3,0.22,0.0
1706216400,6.4,1.35,0.0
1706220000,7.2,1.10,0.0
1706223600,6.7,1.24,0.0
1706227200,7.4,1.33,0.0
1706230800,7.5,1.08,0.0
1706234400,7.7,1.42,0.0
1706238000,7.5,1.62,0.0
1706241600,6.9,1.34,0.0
1706245200,6.8,1.43,0.0
1706248800,6.8,1.73,0.0
1706252400,7.4,1.75,6.0
1706256000,9.3,1.49,64.0
1706259600,11.2,1.61,151.0
1706263200,12.7,1.87,233.0
1706266800,14.0,1.51,261.0
1706270400,14.7,0.60,288.0
1706274000,14.5,1.58,296.0
1706277600,14.4,1.43,212.0
1706281200,14.3,0.73,152.0
1706284800,12.3,1.43,67.0
1706288400,11.7,1.80,1.0
1706292000,10.0,1.40,0.0
1706295600,8.7,1.92,0.0
1706299200,9.1,1.65,0.0
1706302800,7.6,2.51,0.0
1706306400,8.3,2.42,0.0
1706310000,8.1,2.02,0.0
1706313600,7.0,2.39,0.0
1706317200,7.9,1.98,0.0
1706320800,7.5,1.79,0.0
1706324400,6.8,1.89,0.0
1706328000,6.4,2.56,0.0
1706331600,5.7,1.53,0.0
1706335200,5.0,1.33,0.0
1706338800,5.3,1.75,9.0
1706342400,6.8,2.75,108.0
1706346000,8.2,2.72,251.0
1706349600,10.4,2.28,377.0
1706353200,11.8,1.87,454.0
1706356800,13.0,1.60,481.0
1706360400,14.3,0.91,445.0
1706364000,14.7,0.90,361.0
1706367600,14.3,1.57,231.0
1706371200,12.6,1.70,83.0
1706374800,10.2,1.32,2.0
1706378400,9.2,1.34,0.0
1706382000,11.5,0.10,0.0
1706385600,10.9,0.91,0.0
1706389200,10.1,0.81,0.0
1706392800,8.6,1.41,0.0
1706396400,6.2,1.72,0.0
1706400000,4.8,1.78,0.0
1706403600,4.8,2.44,0.0
1706407200,4.7,2.39,0.0
1706410800,4.6,2.19,0.0
1706414400,4.4,2.06,0.0
1706418000,4.2,1.70,0.0
1706421600,3.8,2.27,0.0
1706425200,4.3,2.55,9.0
1706428800,5.8,2.48,107.0
1706432400,7.5,2.13,243.0
1706436000,9.7,2.19,376.0
1706439600,11.8,1.91,467.0
1706443200,13.5,1.44,495.0
1706446800,14.9,0.72,419.0
1706450400,15.4,1.30,345.0
1706454000,14.7,1.52,223.0
1706457600,11.4,2.00,87.0
1706461200,10.0,1.55,2.0
1706464800,9.1,1.00,0.0
1706468400,10.2,0.54,0.0
1706472000,9.8,1.30,0.0
1706475600,5.8,2.34,0.0
1706479200,4.8,2.05,0.0
1706482800,3.9,1.42,0.0
1706486400,2.7,1.72,0.0
1706490000,2.0,1.77,0.0
1706493600,1.8,2.41,0.0
1706497200,1.6,2.55,0.0
1706500800,1.6,2.06,0.0
1706504400,1.6,2.19,0.0
1706508000,1.3,1.98,0.0
1706511600,1.5,2.33,11.0
1706515200,3.7,2.69,128.0
1706518800,6.5,2.56,281.0
1706522400,9.2,2.62,405.0
1706526000,11.5,2.18,481.0
1706529600,13.1,1.80,499.0
1706533200,13.3,1.36,454.0
1706536800,13.6,1.30,371.0
1706540400,13.2,1.10,241.0
1706544000,12.6,0.60,90.0
1706547600,11.4,0.42,3.0
1706551200,10.3,0.28,0.0
1706554800,9.4,1.00,0.0
1706558400,9.0,1.02,0.0
1706562000,6.6,1.78,0.0
1706565600,4.3,2.80,0.0
1706569200,4.0,2.28,0.0
1706572800,4.2,2.14,0.0
1706576400,3.7,1.80,0.0
1706580000,3.1,2.11,0.0
1706583600,2.2,2.28,0.0
1706587200,1.6,2.19,0.0
1706590800,1.0,2.00,0.0
1706594400,0.7,1.89,0.0
1706598000,1.2,1.78,12.0
1706601600,3.7,2.25,130.0
1706605200,6.6,2.02,283.0
1706608800,9.1,1.73,408.0
1706612400,11.1,1.30,486.0
1706616000,12.5,0.78,511.0
1706619600,13.2,0.32,477.0
1706623200,13.4,0.51,386.0
1706626800,13.1,0.64,244.0
1706630400,10.8,1.24,94.0
1706634000,8.0,1.60,3.0
1706637600,7.7,1.20,0.0
1706641200,8.4,0.54,0.0
1706644800,7.9,0.50,0.0
1706648400,5.9,1.50,0.0
1706652000,4.5,2.12,0.0
1706655600,3.6,2.48,0.0
1706659200,2.7,2.91,0.0
1706662800,2.6,2.78,0.0
1706666400,2.7,2.41,0.0
1706670000,2.4,2.19,0.0
1706673600,2.0,1.98,0.0
1706677200,2.5,1.89,0.0
1706680800,2.3,1.80,0.0
1706684400,2.4,2.16,13.0
1706688000,4.2,2.33,111.0
1706691600,6.4,1.94,262.0
1706695200,8.5,1.89,374.0
1706698800,10.4,1.26,464.0
1706702400,11.6,0.81,477.0
1706706000,12.4,0.40,424.0
1706709600,12.8,0.54,349.0
1706713200,12.6,0.81,238.0
1706716800,10.4,1.70,92.0
1706720400,7.7,2.33,4.0
1706724000,6.8,2.28,0.0
1706727600,8.6,0.92,0.0
1706731200,5.3,1.89,0.0
1706734800,5.7,1.52,0.0
1706738400,7.0,1.72,0.0
1706742000,3.6,2.72,0.0
1706745600,4.2,1.75,0.0
1706749200,3.0,2.66,0.0
1706752800,3.3,2.47,0.0
1706756400,3.4,2.48,0.0
1706760000,2.7,2.48,0.0
1706763600,2.5,1.92,0.0
1706767200,2.9,2.06,0.0
1706770800,3.2,1.64,14.0
1706774400,4.9,2.00,135.0
1706778000,7.0,1.99,290.0
1706781600,9.1,2.01,417.0
1706785200,11.0,1.33,495.0
1706788800,12.1,0.80,516.0
1706792400,13.1,0.45,468.0
1706796000,13.3,0.73,384.0
1706799600,13.0,0.22,225.0
1706803200,11.5,0.71,74.0
1706806800,8.3,1.57,4.0
1706810400,7.2,1.77,0.0
1706814000,7.9,0.58,0.0
1706817600,7.7,1.42,0.0
1706821200,6.7,1.50,0.0
1706824800,6.7,2.16,0.0
1706828400,4.6,2.52,0.0
1706832000,4.4,2.20,0.0
1706835600,5.0,2.15,0.0
1706839200,4.4,1.78,0.0
1706842800,3.7,1.94,0.0
1706846400,3.1,2.06,0.0
1706850000,2.3,2.48,0.0
1706853600,1.7,2.48,0.0
1706857200,1.8,2.90,15.0
1706860800,4.3,2.56,136.0
1706864400,6.9,2.69,292.0
1706868000,9.3,2.28,417.0
1706871600,11.6,1.49,497.0
1706875200,13.3,1.12,520.0
1706878800,15.5,0.45,487.0
1706882400,15.8,1.12,395.0
1706886000,15.6,0.51,259.0
1706889600,12.6,2.06,103.0
1706893200,11.2,2.28,5.0
1706896800,8.3,2.15,0.0
1706900400,9.8,1.39,0.0
1706904000,6.8,2.15,0.0
1706907600,5.7,1.66,0.0
1706911200,5.0,1.61,0.0
1706914800,4.1,1.43,0.0
1706918400,3.5,1.58,0.0
1706922000,4.3,1.61,0.0
1706925600,4.2,1.75,0.0
1706929200,4.0,2.05,0.0
1706932800,3.4,1.98,0.0
1706936400,3.2,2.39,0.0
1706940000,3.0,2.42,0.0
1706943600,3.3,1.75,16.0
1706947200,6.0,1.53,139.0
1706950800,8.5,1.50,294.0
1706954400,11.2,1.35,418.0
1706958000,13.3,0.22,494.0
1706961600,14.9,0.72,517.0
1706965200,16.6,0.95,482.0
1706968800,16.8,1.14,393.0
1706972400,16.2,1.08,261.0
1706976000,13.9,1.98,107.0
1706979600,11.5,2.20,6.0
1706983200,9.4,1.79,0.0
1706986800,8.5,1.30,0.0
1706990400,7.9,1.20,0.0
1706994000,7.2,1.24,0.0
1706997600,8.1,0.76,0.0
1707001200,6.7,1.66,0.0
1707004800,9.0,1.50,0.0
1707008400,6.0,2.02,0.0
1707012000,5.9,2.59,0.0
1707015600,5.2,2.33,0.0
1707019200,5.0,1.56,0.0
1707022800,4.9,2.20,0.0
1707026400,4.4,1.70,0.0
1707030000,4.7,1.25,17.0
1707033600,7.4,1.24,142.0
1707037200,9.7,2.40,289.0
1707040800,11.8,0.91,397.0
1707044400,13.7,0.64,491.0
1707048000,14.9,0.89,520.0
1707051600,15.8,0.10,487.0
1707055200,16.1,0.89,398.0
1707058800,15.4,1.75,267.0
1707062400,13.2,1.64,110.0
1707066000,11.1,1.96,7.0
1707069600,9.3,1.84,0.0
1707073200,8.0,1.64,0.0
1707076800,7.0,1.55,0.0
1707080400,6.5,1.51,0.0
1707084000,6.1,1.49,0.0
1707087600,5.8,1.26,0.0
1707091200,5.1,1.60,0.0
1707094800,6.3,1.17,0.0
1707098400,6.4,1.22,0.0
1707102000,7.1,0.78,0.0
1707105600,7.5,0.78,0.0
1707109200,8.3,0.78,0.0
1707112800,8.6,0.99,0.0
1707116400,9.3,1.21,7.0
1707120000,10.5,1.25,53.0
1707123600,12.2,1.00,125.0
1707127200,13.7,1.53,182.0
1707130800,14.8,2.90,250.0
1707134400,15.1,3.67,255.0
1707138000,15.4,3.13,339.0
1707141600,15.3,3.55,239.0
1707145200,14.4,3.36,94.0
1707148800,13.8,1.93,58.0
1707152400,12.6,1.70,4.0
1707156000,11.4,2.19,0.0
1707159600,9.9,2.55,0.0
1707163200,9.0,2.84,0.0
1707166800,9.0,2.86,0.0
1707170400,9.7,2.97,0.0
1707174000,10.0,2.97,0.0
1707177600,10.5,2.83,0.0
1707181200,9.6,1.98,0.0
1707184800,9.6,1.70,0.0
1707188400,9.2,1.88,0.0
1707192000,8.8,1.77,0.0
1707195600,8.2,1.75,0.0
1707199200,7.3,1.61,0.0
1707202800,8.1,1.40,18.0
1707206400,10.2,1.30,140.0
1707210000,12.7,1.00,287.0
1707213600,14.8,0.36,422.0
1707217200,16.2,0.81,506.0
1707220800,17.0,1.48,508.0
1707224400,16.7,2.59,320.0
1707228000,16.6,3.09,345.0
1707231600,15.6,3.51,223.0
1707235200,14.0,3.31,95.0
1707238800,12.0,3.20,8.0
1707242400,11.0,2.50,0.0
1707246000,10.4,2.31,0.0
1707249600,9.9,2.14,0.0
1707253200,9.1,1.98,0.0
1707256800,8.4,1.97,0.0
1707260400,8.0,1.52,0.0
1707264000,7.7,1.84,0.0
1707267600,8.5,0.91,0.0
1707271200,7.6,1.51,0.0
1707274800,7.2,1.46,0.0
1707278400,7.1,1.28,0.0
1707282000,7.1,1.20,0.0
1707285600,7.1,1.00,0.0
1707289200,7.3,1.06,16.0
1707292800,9.5,0.60,129.0
1707296400,12.7,0.41,266.0
1707300000,14.9,1.21,380.0
1707303600,16.2,2.69,472.0
1707307200,16.8,3.71,485.0
1707310800,17.1,3.31,377.0
1707314400,16.5,3.67,224.0
1707318000,15.3,4.40,121.0
1707321600,14.2,3.76,67.0
1707325200,12.6,2.75,8.0
1707328800,11.7,2.26,0.0
1707332400,11.1,2.42,0.0
1707336000,10.7,2.55,0.0
1707339600,10.5,2.30,0.0
1707343200,11.1,2.51,0.0
1707346800,10.9,3.30,0.0
1707350400,10.1,3.50,0.0
1707354000,10.2,3.06,0.0
1707357600,10.8,2.55,0.0
1707361200,10.7,2.51,0.0
1707364800,10.5,2.55,0.0
1707368400,10.2,2.62,0.0
1707372000,9.9,2.44,0.0
1707375600,10.2,2.34,18.0
1707379200,12.4,2.13,140.0
1707382800,14.2,1.90,304.0
1707386400,15.6,2.88,396.0
1707390000,16.1,3.72,379.0
1707393600,16.2,3.89,370.0
1707397200,16.0,3.75,332.0
1707400800,15.8,3.38,254.0
1707404400,15.3,3.18,235.0
1707408000,14.0,2.45,119.0
1707411600,12.1,2.91,10.0
1707415200,11.3,3.58,0.0
1707418800,11.2,3.31,0.0
1707422400,11.4,3.50,0.0
1707426000,11.2,4.24,0.0
1707429600,11.3,4.17,0.0
1707433200,11.4,4.66,0.0
1707436800,11.3,4.91,0.0
1707440400,11.6,4.25,0.0
1707444000,11.8,5.80,0.0
1707447600,11.8,5.88,0.0
1707451200,11.7,5.71,0.0
1707454800,12.3,5.49,0.0
1707458400,12.6,5.76,0.0
1707462000,12.9,5.60,16.0
1707465600,13.9,4.97,94.0
1707469200,15.3,6.52,215.0
1707472800,16.1,6.41,274.0
1707476400,17.0,6.93,387.0
1707480000,17.4,7.39,419.0
1707483600,17.0,8.21,395.0
1707487200,16.6,8.37,348.0
1707490800,15.7,7.65,150.0
1707494400,15.0,8.10,28.0
1707498000,14.6,8.55,4.0
1707501600,14.5,7.92,0.0
1707505200,14.3,6.89,0.0
1707508800,14.1,6.30,0.0
1707512400,14.0,6.81,0.0
1707516000,13.9,6.87,0.0
1707519600,13.9,6.79,0.0
