latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1580774400,10.8,1.72,0.0
1580778000,11.8,1.12,0.0
1580781600,12.1,3.25,0.0
1580785200,12.6,2.69,0.0
1580788800,12.4,3.40,0.0
1580792400,11.9,2.82,0.0
1580796000,11.9,3.45,0.0
1580799600,12.6,4.70,9.0
1580803200,13.9,4.70,108.0
1580806800,15.0,5.22,206.0
1580810400,16.3,6.46,363.0
1580814000,17.6,3.86,465.0
1580817600,16.6,4.37,461.0
1580821200,17.2,3.32,286.0
1580824800,17.4,2.33,308.0
1580828400,17.0,2.24,230.0
1580832000,15.0,7.93,95.0
1580835600,13.0,4.78,7.0
1580839200,11.9,7.26,0.0
1580842800,11.8,6.20,0.0
1580846400,11.1,6.28,0.0
1580850000,7.9,9.59,0.0
1580853600,7.7,9.45,0.0
1580857200,7.2,7.32,0.0
1580860800,6.4,6.12,0.0
1580864400,6.4,5.71,0.0
1580868000,5.8,4.70,0.0
1580871600,5.2,4.23,0.0
1580875200,4.8,4.24,0.0
1580878800,4.6,4.49,0.0
1580882400,4.9,5.46,0.0
1580886000,5.1,4.94,19.0
1580889600,6.4,4.28,155.0
1580893200,8.3,4.22,316.0
1580896800,10.2,5.98,444.0
1580900400,11.2,6.55,527.0
1580904000,12.2,6.96,508.0
1580907600,12.0,6.92,474.0
1580911200,12.1,8.02,427.0
1580914800,11.2,6.32,254.0
1580918400,9.9,6.92,115.0
1580922000,8.6,6.53,8.0
1580925600,7.7,6.51,0.0
1580929200,7.2,7.11,0.0
1580932800,6.8,7.41,0.0
1580936400,6.7,8.54,0.0
1580940000,6.5,8.57,0.0
1580943600,6.3,8.55,0.0
1580947200,7.1,8.24,0.0
1580950800,6.6,6.81,0.0
1580954400,5.9,4.92,0.0
1580958000,5.5,4.91,0.0
1580961600,4.6,5.14,0.0
1580965200,4.6,6.34,0.0
1580968800,3.8,6.18,0.0
1580972400,4.3,7.11,21.0
1580976000,5.5,6.30,160.0
1580979600,6.9,7.02,325.0
1580983200,8.4,6.84,460.0
1580986800,10.1,6.51,540.0
1580990400,12.1,5.60,563.0
1580994000,12.1,4.47,524.0
1580997600,12.1,3.96,429.0
1581001200,11.6,3.10,289.0
1581004800,9.5,3.07,125.0
1581008400,7.4,3.55,9.0
1581012000,5.9,2.47,0.0
1581015600,4.3,1.84,0.0
1581019200,2.7,2.41,0.0
1581022800,2.3,1.84,0.0
1581026400,2.5,2.33,0.0
1581030000,1.7,2.42,0.0
1581033600,1.7,2.27,0.0
1581037200,1.1,2.42,0.0
1581040800,0.7,2.61,0.0
1581044400,0.4,2.28,0.0
1581048000,-0.2,1.88,0.0
1581051600,-0.3,1.86,0.0
1581055200,-0.4,1.89,0.0
1581058800,0.1,2.36,22.0
1581062400,2.4,2.55,161.0
1581066000,5.0,2.40,324.0
1581069600,7.6,2.02,456.0
1581073200,9.7,1.53,537.0
1581076800,11.5,1.46,561.0
1581080400,12.6,1.21,524.0
1581084000,12.9,1.43,429.0
1581087600,11.7,2.53,289.0
1581091200,9.3,2.19,126.0
1581094800,7.5,1.65,10.0
1581098400,6.8,1.20,0.0
1581102000,5.2,1.57,0.0
1581105600,6.2,1.20,0.0
1581109200,5.9,1.84,0.0
1581112800,3.6,2.41,0.0
1581116400,4.1,1.80,0.0
1581120000,2.8,2.55,0.0
1581123600,3.2,2.02,0.0
1581127200,1.8,2.25,0.0
1581130800,2.6,1.84,0.0
1581134400,2.1,2.20,0.0
1581138000,1.6,2.05,0.0
1581141600,1.3,2.20,0.0
1581145200,1.6,2.50,23.0
1581148800,4.4,2.44,163.0
1581152400,7.2,2.19,325.0
1581156000,9.7,1.65,456.0
1581159600,11.7,0.91,538.0
1581163200,12.7,0.54,563.0
1581166800,13.7,1.06,530.0
1581170400,13.8,1.75,435.0
1581174000,13.2,2.15,295.0
1581177600,10.8,2.44,131.0
1581181200,8.1,2.31,11.0
1581184800,7.0,1.84,0.0
1581188400,5.4,1.78,0.0
1581192000,4.3,1.50,0.0
1581195600,3.9,1.06,0.0
1581199200,3.8,0.98,0.0
1581202800,3.3,1.55,0.0
1581206400,4.6,1.49,0.0
1581210000,3.7,1.60,0.0
1581213600,2.9,1.90,0.0
1581217200,3.4,1.77,0.0
1581220800,3.0,2.06,0.0
1581224400,3.0,2.01,0.0
1581228000,3.6,1.77,0.0
1581231600,4.8,1.36,18.0
1581235200,7.8,1.30,115.0
1581238800,10.8,0.70,249.0
1581242400,12.8,1.04,361.0
1581246000,13.7,2.50,411.0
1581249600,14.1,3.24,343.0
1581253200,13.5,4.00,175.0
1581256800,12.9,3.91,119.0
1581260400,12.9,3.42,155.0
1581264000,11.8,3.26,78.0
1581267600,10.6,3.33,7.0
1581271200,10.5,3.61,0.0
1581274800,10.2,3.66,0.0
1581278400,10.1,3.69,0.0
1581282000,10.0,3.18,0.0
1581285600,10.6,3.58,0.0
1581289200,10.4,3.10,0.0
1581292800,10.2,3.32,0.0
1581296400,10.2,3.42,0.0
1581300000,10.0,3.50,0.0
1581303600,9.9,3.71,0.0
1581307200,10.0,3.76,0.0
1581310800,9.7,2.73,0.0
1581314400,9.8,3.28,0.0
1581318000,10.2,3.36,17.0
1581321600,12.0,2.71,92.0
1581325200,13.2,3.75,153.0
1581328800,13.9,4.92,224.0
1581332400,14.5,5.77,255.0
1581336000,13.4,4.43,197.0
1581339600,13.5,5.10,96.0
1581343200,13.9,5.02,117.0
1581346800,14.1,4.62,78.0
1581350400,13.8,3.70,35.0
1581354000,13.4,3.31,4.0
1581357600,13.4,3.26,0.0
1581361200,13.1,2.60,0.0
1581364800,12.5,2.41,0.0
1581368400,12.2,3.01,0.0
1581372000,11.9,3.61,0.0
1581375600,12.0,3.86,0.0
1581379200,12.2,4.48,0.0
1581382800,13.3,4.50,0.0
1581386400,13.0,4.27,0.0
1581390000,12.4,3.70,0.0
1581393600,12.0,4.23,0.0
1581397200,11.8,3.71,0.0
1581400800,11.5,3.16,0.0
1581404400,12.0,2.80,25.0
1581408000,14.1,2.62,147.0
1581411600,15.9,1.71,311.0
1581415200,16.8,1.86,430.0
1581418800,17.5,2.47,492.0
1581422400,17.7,2.11,531.0
1581426000,17.9,2.15,433.0
1581429600,18.0,2.44,394.0
1581433200,16.7,3.68,214.0
1581436800,15.1,3.30,110.0
1581440400,13.1,2.62,13.0
1581444000,12.3,2.31,0.0
1581447600,10.9,1.84,0.0
1581451200,12.0,0.22,0.0
1581454800,11.7,0.92,0.0
1581458400,9.0,2.18,0.0
1581462000,9.7,2.19,0.0
1581465600,9.1,1.43,0.0
1581469200,10.2,1.60,0.0
1581472800,9.8,1.48,0.0
1581476400,8.7,1.25,0.0
1581480000,8.2,1.20,0.0
1581483600,7.8,1.32,0.0
1581487200,7.6,0.92,0.0
1581490800,8.1,1.30,29.0
1581494400,10.4,1.70,163.0
1581498000,12.7,0.73,331.0
1581501600,14.2,0.92,450.0
1581505200,15.4,0.91,528.0
1581508800,16.6,3.61,541.0
1581512400,17.0,3.30,537.0
1581516000,17.1,2.84,447.0
1581519600,16.3,2.63,309.0
1581523200,13.6,3.00,143.0
1581526800,11.0,2.14,15.0
1581530400,9.4,1.75,0.0
1581534000,10.1,0.42,0.0
1581537600,7.9,2.12,0.0
1581541200,7.2,2.48,0.0
1581544800,7.9,2.19,0.0
1581548400,7.2,1.62,0.0
1581552000,6.6,2.41,0.0
1581555600,6.3,1.99,0.0
1581559200,6.6,1.55,0.0
1581562800,5.5,1.63,0.0
1581566400,6.3,2.00,0.0
1581570000,6.2,1.72,0.0
1581573600,5.4,2.02,0.0
1581577200,6.6,1.55,27.0
1581580800,10.2,1.22,156.0
1581584400,13.1,2.27,283.0
1581588000,14.9,5.02,379.0
1581591600,15.5,5.33,402.0
1581595200,15.2,4.70,293.0
1581598800,15.3,5.61,348.0
1581602400,14.6,5.44,319.0
1581606000,13.8,4.27,191.0
1581609600,12.8,3.26,125.0
1581613200,10.8,3.04,14.0
1581616800,10.0,3.68,0.0
1581620400,9.9,3.61,0.0
1581624000,9.7,3.53,0.0
1581627600,10.4,3.40,0.0
1581631200,10.9,4.35,0.0
1581634800,11.1,4.32,0.0
1581638400,11.0,5.60,0.0
1581642000,11.0,4.71,0.0
1581645600,10.8,4.96,0.0
1581649200,11.1,4.78,0.0
1581652800,11.1,5.32,0.0
1581656400,10.8,4.26,0.0
1581660000,10.5,3.76,0.0
1581663600,10.8,3.05,10.0
1581667200,11.4,0.72,37.0
1581670800,12.0,3.10,162.0
1581674400,13.6,2.62,374.0
1581678000,14.3,3.54,431.0
1581681600,16.4,4.11,471.0
1581685200,17.1,4.98,543.0
1581688800,17.1,6.02,455.0
1581692400,16.3,5.87,317.0
1581696000,15.1,4.37,151.0
1581699600,13.0,4.40,19.0
1581703200,11.0,2.89,0.0
1581706800,9.3,1.90,0.0
1581710400,8.3,2.01,0.0
1581714000,7.3,1.84,0.0
1581717600,6.7,1.84,0.0
1581721200,5.7,1.64,0.0
1581724800,4.6,2.36,0.0
1581728400,4.8,1.98,0.0
1581732000,4.9,1.80,0.0
1581735600,4.3,2.25,0.0
1581739200,3.7,2.52,0.0
1581742800,3.4,2.64,0.0
1581746400,3.2,2.33,0.0
1581750000,4.3,2.55,38.0
1581753600,7.6,2.22,192.0
1581757200,10.9,2.34,357.0
1581760800,13.7,2.01,490.0
1581764400,15.3,1.10,573.0
1581768000,16.4,1.20,595.0
1581771600,16.6,1.44,555.0
1581775200,16.5,1.39,461.0
1581778800,16.0,1.53,321.0
1581782400,14.0,1.70,154.0
1581786000,11.4,2.56,20.0
1581789600,10.0,1.99,0.0
1581793200,9.5,1.90,0.0
1581796800,8.8,1.12,0.0
1581800400,7.7,1.27,0.0
1581804000,7.2,1.68,0.0
1581807600,6.4,2.20,0.0
1581811200,6.6,2.00,0.0
1581814800,5.9,2.30,0.0
1581818400,6.2,1.80,0.0
1581822000,7.1,1.30,0.0
1581825600,5.4,1.73,0.0
1581829200,4.1,2.20,0.0
1581832800,3.7,1.90,0.0
1581836400,5.2,0.61,39.0
1581840000,8.1,1.20,193.0
1581843600,10.4,1.30,356.0
1581847200,12.6,1.10,487.0
1581850800,14.1,0.89,568.0
1581854400,15.1,0.45,592.0
1581858000,16.0,0.81,555.0
1581861600,16.2,1.00,459.0
1581865200,15.8,1.28,319.0
1581868800,14.0,2.37,156.0
1581872400,11.3,2.69,21.0
1581876000,10.2,1.84,0.0
1581879600,9.5,1.63,0.0
1581883200,8.7,0.89,0.0
1581886800,7.6,0.50,0.0
1581890400,8.0,1.14,0.0
1581894000,6.3,1.71,0.0
1581897600,6.1,0.89,0.0
1581901200,4.3,1.12,0.0
1581904800,4.4,1.08,0.0
1581908400,5.1,1.25,0.0
1581912000,6.4,1.30,0.0
1581915600,5.4,1.73,0.0
1581919200,4.5,2.04,0.0
1581922800,6.3,1.43,33.0
1581926400,8.7,0.67,173.0
1581930000,10.5,0.36,292.0
1581933600,12.4,0.61,449.0
1581937200,14.0,1.64,560.0
1581940800,15.3,1.80,574.0
1581944400,15.6,2.34,542.0
1581948000,15.4,2.55,464.0
1581951600,14.5,2.90,328.0
1581955200,12.9,2.41,161.0
1581958800,10.7,2.31,23.0
1581962400,9.7,2.00,0.0
1581966000,9.0,1.75,0.0
1581969600,7.8,1.49,0.0
1581973200,6.3,1.75,0.0
1581976800,5.2,1.64,0.0
1581980400,4.8,1.42,0.0
1581984000,6.6,1.28,0.0
1581987600,6.5,0.78,0.0
1581991200,6.7,0.72,0.0
1581994800,7.0,0.95,0.0
1581998400,7.6,1.50,0.0
1582002000,7.8,2.00,0.0
1582005600,7.9,2.01,0.0
1582009200,8.7,2.10,31.0
1582012800,11.1,1.61,120.0
1582016400,12.4,1.56,201.0
1582020000,13.0,1.52,254.0
1582023600,14.1,0.63,372.0
1582027200,15.2,1.80,471.0
1582030800,15.7,1.70,395.0
1582034400,15.2,1.42,228.0
1582038000,14.6,1.75,115.0
1582041600,13.8,1.72,62.0
1582045200,12.9,1.70,10.0
1582048800,11.9,2.51,0.0
1582052400,11.4,1.71,0.0
1582056000,10.4,1.21,0.0
1582059600,9.6,0.95,0.0
1582063200,9.2,0.71,0.0
1582066800,9.1,1.00,0.0
1582070400,9.2,0.73,0.0
1582074000,9.5,1.17,0.0
1582077600,8.3,1.53,0.0
1582081200,8.5,1.22,0.0
1582084800,8.6,1.32,0.0
1582088400,8.1,1.75,0.0
1582092000,8.9,1.53,0.0
1582095600,8.8,1.22,41.0
1582099200,10.9,0.45,177.0
1582102800,12.6,0.45,304.0
1582106400,14.0,1.56,370.0
1582110000,13.9,2.83,379.0
1582113600,12.2,4.40,375.0
1582117200,13.2,3.14,350.0
1582120800,13.8,2.42,327.0
1582124400,13.1,1.90,240.0
1582128000,11.9,0.94,133.0
1582131600,9.4,1.72,20.0
1582135200,9.0,1.82,0.0
1582138800,7.3,2.61,0.0
1582142400,6.4,2.60,0.0
1582146000,6.1,2.15,0.0
1582149600,5.7,2.14,0.0
1582153200,5.9,1.70,0.0
1582156800,6.6,1.81,0.0
1582160400,6.0,1.77,0.0
1582164000,5.8,2.34,0.0
1582167600,5.5,2.73,0.0
1582171200,5.5,3.73,0.0
1582174800,5.4,3.92,0.0
1582178400,5.0,3.80,0.0
1582182000,5.5,3.94,52.0
1582185600,7.5,3.62,216.0
1582189200,9.8,3.48,385.0
1582192800,11.9,3.10,519.0
1582196400,13.3,1.43,599.0
1582200000,14.7,1.39,620.0
1582203600,15.4,1.56,573.0
1582207200,15.8,1.70,468.0
1582210800,15.6,1.86,339.0
1582214400,13.5,1.21,173.0
1582218000,12.3,1.06,28.0
1582221600,12.3,0.85,0.0
1582225200,10.2,2.10,0.0
1582228800,9.4,1.90,0.0
1582232400,8.0,1.70,0.0
1582236000,6.4,1.49,0.0
1582239600,6.1,1.30,0.0
1582243200,3.3,2.20,0.0
1582246800,4.0,1.39,0.0
1582250400,3.0,1.88,0.0
1582254000,3.0,1.64,0.0
1582257600,2.8,1.35,0.0
1582261200,2.2,1.30,0.0
1582264800,1.8,1.88,0.0
1582268400,4.3,1.77,53.0
1582272000,7.3,1.34,214.0
1582275600,10.1,0.91,378.0
1582279200,12.1,0.92,513.0
1582282800,13.6,0.92,592.0
1582286400,15.0,1.03,622.0
1582290000,15.5,1.30,586.0
1582293600,15.7,1.26,478.0
1582297200,15.1,2.10,349.0
1582300800,13.1,2.67,178.0
1582304400,10.5,2.11,30.0
1582308000,8.9,1.44,0.0
1582311600,7.7,1.96,0.0
1582315200,7.8,1.08,0.0
1582318800,7.9,1.20,0.0
1582322400,6.9,1.52,0.0
1582326000,7.3,1.60,0.0
1582329600,5.9,2.11,0.0
1582333200,6.2,1.82,0.0
1582336800,4.6,2.05,0.0
1582340400,4.8,1.70,0.0
1582344000,4.5,1.43,0.0
1582347600,4.4,1.58,0.0
1582351200,3.9,1.91,0.0
1582354800,5.8,1.89,50.0
1582358400,7.7,2.15,208.0
1582362000,10.2,1.70,352.0
1582365600,12.8,0.92,500.0
1582369200,14.5,0.85,586.0
1582372800,15.4,1.97,610.0
1582376400,15.7,2.75,574.0
1582380000,15.4,2.92,481.0
1582383600,14.5,3.55,343.0
1582387200,13.0,2.69,177.0
1582390800,10.2,1.89,31.0
1582394400,9.5,1.61,0.0
1582398000,9.5,1.43,0.0
1582401600,10.8,0.42,0.0
1582405200,10.2,0.40,0.0
1582408800,9.1,0.98,0.0
1582412400,8.3,0.41,0.0
1582416000,7.6,1.02,0.0
1582419600,6.1,1.70,0.0
1582423200,5.5,2.40,0.0
1582426800,6.1,1.58,0.0
1582430400,5.8,2.26,0.0
1582434000,5.3,2.16,0.0
1582437600,5.1,1.97,0.0
1582441200,6.1,2.48,58.0
1582444800,8.4,1.90,218.0
1582448400,10.9,1.53,376.0
1582452000,12.8,0.36,496.0
1582455600,14.4,0.71,581.0
1582459200,15.6,1.41,610.0
1582462800,16.0,2.94,583.0
1582466400,15.2,3.64,484.0
1582470000,14.3,3.62,342.0
1582473600,13.2,2.64,171.0
1582477200,10.9,1.30,29.0
1582480800,10.7,1.78,0.0
1582484400,9.9,1.97,0.0
1582488000,9.6,2.06,0.0
1582491600,9.2,1.66,0.0
1582495200,8.9,1.61,0.0
1582498800,8.6,1.58,0.0
1582502400,10.1,1.30,0.0
1582506000,10.3,1.27,0.0
1582509600,9.8,1.13,0.0
1582513200,10.1,1.10,0.0
1582516800,9.5,1.10,0.0
1582520400,9.6,1.04,0.0
1582524000,9.3,1.60,0.0
1582527600,10.5,2.16,42.0
1582531200,12.1,2.06,159.0
1582534800,13.0,1.84,332.0
1582538400,14.2,1.34,490.0
1582542000,15.5,1.24,599.0
1582545600,16.5,1.14,628.0
1582549200,16.9,1.72,581.0
1582552800,16.9,2.22,486.0
1582556400,16.2,2.64,341.0
1582560000,14.7,2.80,182.0
1582563600,12.4,2.56,35.0
1582567200,11.3,3.01,0.0
1582570800,10.9,3.01,0.0
1582574400,10.8,3.26,0.0
1582578000,10.8,3.38,0.0
1582581600,10.8,3.27,0.0
1582585200,10.9,3.18,0.0
1582588800,11.0,2.86,0.0
1582592400,11.5,2.46,0.0
1582596000,11.4,2.30,0.0
1582599600,11.0,2.56,0.0
1582603200,10.6,2.83,0.0
1582606800,10.6,3.20,0.0
1582610400,10.5,3.50,0.0
1582614000,11.8,4.24,49.0
1582617600,13.4,4.44,173.0
1582621200,14.4,5.65,236.0
1582624800,15.3,5.41,299.0
1582628400,16.5,4.54,492.0
1582632000,16.3,5.02,559.0
1582635600,16.3,5.33,485.0
1582639200,16.1,5.53,430.0
1582642800,15.5,5.10,328.0
1582646400,14.3,4.34,185.0
1582650000,12.5,4.15,35.0
1582653600,11.7,4.71,0.0
1582657200,11.3,5.26,0.0
1582660800,11.4,4.98,0.0
1582664400,11.3,4.88,0.0
1582668000,11.1,4.96,0.0
1582671600,11.2,4.84,0.0
1582675200,11.8,4.70,0.0
1582678800,11.6,4.97,0.0
1582682400,11.3,4.97,0.0
1582686000,11.1,4.70,0.0
1582689600,11.1,4.65,0.0
1582693200,11.2,3.76,0.0
1582696800,11.1,3.31,0.0
1582700400,12.4,2.60,42.0
1582704000,14.1,2.56,180.0
1582707600,15.1,3.31,322.0
1582711200,15.5,4.94,388.0
1582714800,15.8,5.82,402.0
1582718400,16.1,6.43,515.0
1582722000,15.6,7.96,534.0
1582725600,15.1,8.52,510.0
1582729200,14.3,8.44,365.0
1582732800,13.0,10.66,198.0
1582736400,10.8,6.61,32.0
1582740000,8.1,7.74,0.0
1582743600,8.1,4.52,0.0
1582747200,8.9,7.54,0.0
1582750800,8.0,4.70,0.0
1582754400,7.9,3.38,0.0
1582758000,8.9,5.64,0.0
1582761600,8.1,5.02,0.0
1582765200,7.0,5.28,0.0
1582768800,6.5,4.00,0.0
1582772400,5.1,2.92,0.0
1582776000,4.0,2.30,0.0
1582779600,3.4,1.81,0.0
1582783200,2.5,1.61,0.0
1582786800,4.4,1.70,79.0
1582790400,6.5,1.75,257.0
1582794000,8.8,1.50,432.0
1582797600,10.7,0.71,567.0
1582801200,12.1,0.80,648.0
1582804800,13.0,2.48,667.0
1582808400,13.0,4.34,628.0
1582812000,12.8,4.53,526.0
1582815600,12.5,4.53,368.0
1582819200,11.4,3.96,176.0
1582822800,9.8,3.11,33.0
1582826400,8.8,2.80,0.0
1582830000,10.5,3.61,0.0
1582833600,10.9,3.28,0.0
1582837200,11.2,5.24,0.0
1582840800,12.1,5.78,0.0
1582844400,12.1,6.09,0.0
1582848000,11.5,4.90,0.0
1582851600,12.9,4.44,0.0
1582855200,12.3,3.92,0.0
1582858800,12.5,3.30,0.0
1582862400,12.6,3.74,0.0
1582866000,12.1,2.92,0.0
1582869600,10.8,3.00,1.0
1582873200,10.9,3.01,70.0
1582876800,12.4,3.55,235.0
1582880400,13.2,5.56,418.0
1582884000,13.9,6.70,562.0
1582887600,15.2,6.40,653.0
1582891200,15.7,6.58,661.0
1582894800,16.3,5.87,630.0
1582898400,16.3,5.83,538.0
1582902000,15.8,5.33,387.0
1582905600,14.2,4.78,208.0
1582909200,11.8,4.12,47.0
1582912800,10.2,3.86,0.0
1582916400,8.3,2.28,0.0
1582920000,6.8,1.58,0.0
1582923600,5.3,1.52,0.0
1582927200,5.6,1.32,0.0
1582930800,5.4,1.40,0.0
1582934400,4.3,2.33,0.0
1582938000,5.0,1.50,0.0
1582941600,4.2,2.31,0.0
1582945200,3.9,1.92,0.0
1582948800,4.7,1.60,0.0
1582952400,5.1,1.82,0.0
1582956000,5.5,1.97,1.0
1582959600,8.3,2.86,73.0
1582963200,11.5,3.02,217.0
1582966800,13.2,5.19,379.0
1582970400,13.7,5.76,480.0
1582974000,14.3,5.71,536.0
1582977600,15.1,5.45,472.0
1582981200,15.0,5.38,510.0
1582984800,14.8,5.33,426.0
1582988400,14.2,5.26,286.0
1582992000,13.2,4.24,182.0
1582995600,11.6,4.49,45.0
1582999200,11.1,4.94,0.0
1583002800,11.0,4.44,0.0
1583006400,11.0,4.60,0.0
1583010000,10.8,4.03,0.0
1583013600,10.9,3.84,0.0
1583017200,11.2,4.62,0.0
1583020800,11.4,5.12,0.0
1583024400,11.4,5.08,0.0
1583028000,11.6,5.52,0.0
1583031600,11.9,5.72,0.0
1583035200,11.8,5.46,0.0
1583038800,12.0,5.17,0.0
1583042400,12.2,5.11,0.0
1583046000,12.8,5.41,28.0
1583049600,13.5,5.69,80.0
1583053200,14.3,7.36,145.0
1583056800,15.6,9.35,297.0
1583060400,16.6,8.48,294.0
1583064000,15.4,7.31,276.0
1583067600,15.1,7.54,153.0
1583071200,14.7,8.10,92.0
1583074800,14.2,6.87,63.0
1583078400,13.6,5.02,23.0
1583082000,13.1,5.02,5.0
1583085600,12.6,5.00,0.0
1583089200,12.7,4.87,0.0
1583092800,12.7,4.74,0.0
1583096400,12.2,5.50,0.0
1583100000,11.8,3.39,0.0
1583103600,11.1,2.56,0.0
1583107200,12.2,3.00,0.0
1583110800,12.3,2.82,0.0
1583114400,12.0,2.89,0.0
1583118000,11.6,2.40,0.0
1583121600,11.3,2.44,0.0
1583125200,10.8,3.35,0.0
1583128800,11.1,4.22,2.0
1583132400,12.3,4.92,84.0
1583136000,14.0,5.47,231.0
1583139600,15.5,6.67,388.0
1583143200,16.2,7.98,466.0
1583146800,16.0,9.21,446.0
1583150400,15.6,8.91,379.0
1583154000,14.6,8.96,183.0
1583157600,13.7,8.10,85.0
1583161200,13.2,8.70,45.0
1583164800,13.1,9.53,17.0
1583168400,13.3,10.40,3.0
1583172000,13.6,10.20,0.0
1583175600,13.8,9.10,0.0
1583179200,13.2,8.30,0.0
1583182800,13.2,8.08,0.0
1583186400,12.8,5.24,0.0
1583190000,11.9,5.02,0.0
1583193600,11.7,4.75,0.0
1583197200,11.7,4.88,0.0
1583200800,10.9,4.49,0.0
1583204400,11.1,4.96,0.0
1583208000,10.5,5.24,0.0
1583211600,10.1,4.88,0.0
1583215200,10.0,4.79,2.0
1583218800,11.2,5.75,86.0
1583222400,12.4,6.50,220.0
1583226000,12.8,8.70,406.0
1583229600,12.9,9.05,403.0
1583233200,13.4,7.01,523.0
1583236800,11.8,6.44,504.0
1583240400,11.7,7.29,407.0
1583244000,12.5,4.33,372.0
1583247600,12.3,4.20,238.0
1583251200,10.5,3.74,147.0
1583254800,9.7,1.30,34.0
1583258400,9.1,2.48,0.0
1583262000,8.0,2.14,0.0
1583265600,7.4,2.24,0.0
1583269200,6.9,2.38,0.0
1583272800,6.7,2.09,0.0
1583276400,6.1,1.63,0.0
1583280000,6.5,1.49,0.0
1583283600,6.1,2.00,0.0
1583287200,4.4,1.84,0.0
1583290800,4.2,1.70,0.0
1583294400,3.7,2.20,0.0
1583298000,3.4,2.48,0.0
1583301600,4.0,1.61,3.0
1583305200,6.4,1.91,94.0
1583308800,8.3,1.84,269.0
1583312400,10.6,2.05,442.0
1583316000,12.3,2.16,580.0
1583319600,13.5,1.89,616.0
1583323200,14.3,3.38,581.0
1583326800,14.5,3.40,498.0
1583330400,14.6,3.10,425.0
1583334000,14.2,3.16,328.0
1583337600,13.0,3.11,170.0
1583341200,11.2,2.24,46.0
1583344800,10.2,2.59,0.0
1583348400,9.1,2.62,0.0
1583352000,8.1,2.40,0.0
1583355600,7.3,2.31,0.0
1583359200,6.5,2.06,0.0
1583362800,5.6,1.66,0.0
1583366400,4.6,2.59,0.0
1583370000,4.7,2.34,0.0
1583373600,4.0,2.28,0.0
1583377200,4.0,2.19,0.0
1583380800,3.7,1.91,0.0
1583384400,3.9,1.72,0.0
1583388000,3.7,1.89,3.0
1583391600,5.0,2.33,105.0
1583395200,7.3,2.00,220.0
1583398800,10.5,0.89,450.0
1583402400,13.1,1.22,585.0
1583406000,14.6,2.91,642.0
1583409600,15.2,2.92,603.0
1583413200,13.7,4.30,295.0
1583416800,12.4,3.52,171.0
1583420400,12.5,3.44,230.0
1583424000,12.2,2.52,187.0
1583427600,10.6,2.60,36.0
1583431200,10.7,3.49,0.0
1583434800,10.5,4.49,0.0
1583438400,10.5,5.35,0.0
1583442000,10.9,6.53,0.0
1583445600,11.3,8.64,0.0
1583449200,11.3,8.77,0.0
1583452800,11.1,9.00,0.0
1583456400,11.5,7.48,0.0
1583460000,12.8,6.04,0.0
1583463600,13.5,6.09,0.0
1583467200,13.1,5.87,0.0
1583470800,12.2,3.61,0.0
1583474400,10.7,1.55,4.0
1583478000,12.2,3.58,81.0
1583481600,13.1,5.17,218.0
1583485200,14.1,4.55,347.0
1583488800,15.0,3.82,478.0
1583492400,15.5,5.08,558.0
1583496000,14.8,6.13,557.0
1583499600,14.2,7.97,479.0
1583503200,14.2,6.96,421.0
1583506800,13.9,5.69,338.0
1583510400,13.2,4.40,199.0
1583514000,11.7,4.14,58.0
1583517600,10.9,3.70,0.0
1583521200,10.6,3.91,0.0
1583524800,10.1,3.30,0.0
1583528400,9.4,1.86,0.0
1583532000,9.0,2.72,0.0
1583535600,8.7,2.51,0.0
1583539200,8.8,3.26,0.0
1583542800,7.2,1.61,0.0
1583546400,7.7,2.25,0.0
1583550000,7.6,2.50,0.0
1583553600,7.6,2.82,0.0
1583557200,5.5,2.72,0.0
1583560800,6.1,1.71,5.0
1583564400,8.1,1.28,112.0
1583568000,10.5,1.22,285.0
1583571600,12.5,0.73,439.0
1583575200,13.4,1.77,543.0
1583578800,13.9,2.33,596.0
1583582400,12.3,2.34,595.0
1583586000,13.7,1.56,504.0
1583589600,13.7,1.71,453.0
1583593200,13.6,1.06,328.0
1583596800,12.8,1.21,202.0
1583600400,10.3,1.50,41.0
1583604000,9.4,2.21,0.0
1583607600,8.0,1.97,0.0
1583611200,6.5,1.86,0.0
1583614800,6.7,2.06,0.0
1583618400,6.6,3.83,0.0
1583622000,6.0,4.43,0.0
1583625600,7.0,1.91,0.0
1583629200,6.3,1.77,0.0
1583632800,6.0,1.77,0.0
1583636400,5.3,1.98,0.0
1583640000,5.5,4.18,0.0
1583643600,5.4,4.94,0.0
1583647200,5.4,5.02,6.0
1583650800,7.1,5.46,118.0
1583654400,9.9,4.88,300.0
1583658000,12.3,4.81,472.0
1583661600,13.8,4.22,605.0
1583665200,15.0,3.26,683.0
1583668800,15.5,2.66,672.0
1583672400,15.6,3.09,556.0
1583676000,15.1,3.57,497.0
1583679600,14.9,2.80,396.0
1583683200,14.0,2.56,228.0
1583686800,11.8,4.66,63.0
1583690400,10.3,5.19,0.0
1583694000,9.2,5.10,0.0
1583697600,7.9,3.89,0.0
1583701200,6.8,2.86,0.0
1583704800,6.0,2.60,0.0
1583708400,5.5,2.42,0.0
1583712000,5.5,2.69,0.0
